experiment,is_first,delay
bj10_lon8_exp1,T,0.848994970322
bj10_lon8_exp1,T,0.849870920298
bj10_lon8_exp1,T,0.858603954315
bj10_lon8_exp1,T,0.865320205688
bj10_lon8_exp1,T,0.865683794022
bj10_lon8_exp1,T,0.870003938675
bj10_lon8_exp1,T,0.871703147888
bj10_lon8_exp1,T,0.871875762939
bj10_lon8_exp1,T,0.873125791550
bj10_lon8_exp1,T,0.874899149057
bj10_lon8_exp1,T,0.882999897236
bj10_lon8_exp1,T,0.888656854513
bj10_lon8_exp1,T,0.892094850540
bj10_lon8_exp1,T,0.892178773880
bj10_lon8_exp1,T,0.901013135910
bj10_lon8_exp1,T,0.901316881173
bj10_lon8_exp1,T,0.919850349426
bj10_lon8_exp1,T,0.922658920288
bj10_lon8_exp1,T,0.935369968414
bj10_lon8_exp1,T,0.938222170109
bj10_lon8_exp1,T,0.939922094578
bj10_lon8_exp1,T,0.948458909988
bj10_lon8_exp1,T,0.976931095094
bj10_lon8_exp1,T,0.994020938873
bj10_lon8_exp1,T,1.017743110657
bj10_lon8_exp1,T,1.033335924381
bj10_lon8_exp1,T,1.052512884256
bj10_lon8_exp1,T,1.055116176605
bj10_lon8_exp1,T,1.083415984875
bj10_lon8_exp1,T,1.095080852509
bj10_lon8_exp1,T,1.137793779373
bj10_lon8_exp1,T,1.154403924942
bj10_lon8_exp1,T,1.159559011343
bj10_lon8_exp1,T,1.195735931396
bj10_lon8_exp1,T,1.196921110153
bj10_lon8_exp1,T,1.199902057648
bj10_lon8_exp1,T,1.208190202597
bj10_lon8_exp1,T,1.225239992142
bj10_lon8_exp1,T,1.239518880611
bj10_lon8_exp1,T,1.242439985275
bj10_lon8_exp1,T,1.258944749774
bj10_lon8_exp1,T,1.261048078595
bj10_lon8_exp1,T,1.299123287201
bj10_lon8_exp1,T,1.307871818542
bj10_lon8_exp1,T,1.343628167990
bj10_lon8_exp1,T,1.354918003082
bj10_lon8_exp1,T,1.365052222973
bj10_lon8_exp1,T,1.368151903385
bj10_lon8_exp1,T,1.384992837906
bj10_lon8_exp1,T,1.418547868961
bj10_lon8_exp1,T,1.425845146179
bj10_lon8_exp1,T,1.438268899685
bj10_lon8_exp1,T,1.463552951813
bj10_lon8_exp1,T,1.473288059235
bj10_lon8_exp1,T,1.479275226593
bj10_lon8_exp1,T,1.502609968185
bj10_lon8_exp1,T,1.509333610302
bj10_lon8_exp1,T,1.568527936935
bj10_lon8_exp1,T,1.586447000620
bj10_lon8_exp1,T,1.586639881018
bj10_lon8_exp1,T,1.590886116028
bj10_lon8_exp1,T,1.619484186056
bj10_lon8_exp1,T,1.628670215607
bj10_lon8_exp1,T,1.684732198715
bj10_lon8_exp1,T,1.709294080734
bj10_lon8_exp1,T,1.729642152786
bj10_lon8_exp1,T,1.736808776623
bj10_lon8_exp1,T,1.768390178680
bj10_lon8_exp1,T,1.806287050244
bj10_lon8_exp1,T,1.825467109913
bj10_lon8_exp1,T,1.841913700104
bj10_lon8_exp1,T,1.898954868549
bj10_lon8_exp1,T,1.925821304205
bj10_lon8_exp1,T,1.947957992554
bj10_lon8_exp1,T,1.981578111532
bj10_lon8_exp1,T,2.004565000534
bj10_lon8_exp1,T,2.006408929708
bj10_lon8_exp1,T,2.150494098663
bj10_lon8_exp1,T,2.154993772740
bj10_lon8_exp1,T,2.187742948649
bj10_lon8_exp1,T,2.232388257980
bj10_lon8_exp1,T,2.237598657550
bj10_lon8_exp1,T,2.265911102528
bj10_lon8_exp1,T,2.315721034771
bj10_lon8_exp1,T,2.330538987648
bj10_lon8_exp1,T,2.361360073555
bj10_lon8_exp1,T,2.446305989986
bj10_lon8_exp1,T,2.446558237076
bj10_lon8_exp1,T,2.542363166809
bj10_lon8_exp1,T,2.588535070186
bj10_lon8_exp1,T,2.614741802216
bj10_lon8_exp1,T,2.643049954902
bj10_lon8_exp1,T,2.677814960480
bj10_lon8_exp1,T,2.721163272858
bj10_lon8_exp1,T,2.726667642593
bj10_lon8_exp1,T,2.736661195755
bj10_lon8_exp1,T,2.742020368343
bj10_lon8_exp1,T,2.759180307272
bj10_lon8_exp1,T,2.764045953751
bj10_lon8_exp1,T,2.816630125046
bj10_lon8_exp1,T,3.077057838440
bj10_lon8_exp1,T,3.118228196865
bj10_lon8_exp1,T,3.169418096310
bj10_lon8_exp1,T,3.217183828354
bj10_lon8_exp1,T,3.234090089798
bj10_lon8_exp1,T,3.275701045990
bj10_lon8_exp1,T,3.331230878830
bj10_lon8_exp1,T,3.355497837081
bj10_lon8_exp1,T,3.364480972290
bj10_lon8_exp1,T,3.446186304325
bj10_lon8_exp1,T,3.455052852863
bj10_lon8_exp1,T,3.502857923595
bj10_lon8_exp1,T,3.519680023222
bj10_lon8_exp1,T,3.522776126862
bj10_lon8_exp1,T,3.612205028534
bj10_lon8_exp1,T,3.614868164063
bj10_lon8_exp1,T,3.627521753311
bj10_lon8_exp1,T,3.697886944050
bj10_lon8_exp1,T,3.725726842880
bj10_lon8_exp1,T,3.809585094452
bj10_lon8_exp1,T,3.885251044994
bj10_lon8_exp1,T,4.146724939113
bj10_lon8_exp1,T,4.198210001108
bj10_lon8_exp1,T,4.227308750153
bj10_lon8_exp1,T,4.275531768799
bj10_lon8_exp1,T,4.401443004666
bj10_lon8_exp1,T,4.502371072769
bj10_lon8_exp1,T,4.761603116989
bj10_lon8_exp1,T,5.037425756454
bj10_lon8_exp1,T,5.113490104559
bj10_lon8_exp1,T,5.113804816734
bj10_lon8_exp1,T,5.151245117188
bj10_lon8_exp1,T,5.208551883698
bj10_lon8_exp1,T,5.263976097107
bj10_lon8_exp1,T,5.279118061066
bj10_lon8_exp1,T,6.366420030594
bj10_lon8_exp1,T,6.788088083267
bj10_lon8_exp1,T,7.442881345516
bj10_lon8_exp1,T,8.257137775188
bj10_lon8_exp1,T,9.065437316895
bj10_lon8_exp1,T,9.461358070374
bj10_lon8_exp1,T,9.529212951427
bj10_lon8_exp1,T,11.321588754538
bj10_lon8_exp1,T,12.308634758025
bj10_lon8_exp1,T,12.573889970721
bj10_lon8_exp1,T,13.417282819748
bj10_lon8_exp1,T,13.454919814831
bj10_lon8_exp1,T,13.607573986053
bj10_lon8_exp1,T,14.261590004084
bj10_lon8_exp1,T,15.567118883133
bj10_lon8_exp1,T,15.596719980123
bj10_lon8_exp1,T,16.062449216959
bj10_lon8_exp1,T,16.878445148584
bj10_lon8_exp1,T,16.935693025705
bj10_lon8_exp1,T,17.195624828106
bj10_lon8_exp1,T,17.678825855255
bj10_lon8_exp1,T,17.847495079041
bj10_lon8_exp1,T,18.271483897930
bj10_lon8_exp1,T,18.552829265594
bj10_lon8_exp1,T,18.675562858582
bj10_lon8_exp1,T,19.021796226734
bj10_lon8_exp1,T,20.360314369173
bj10_lon8_exp1,T,20.646477699513
bj10_lon8_exp1,T,23.003551006310
bj10_lon8_exp1,T,23.129551887570
bj10_lon8_exp1,T,24.019795179367
bj10_lon8_exp1,T,26.027136802673
bj10_lon8_exp1,T,26.193071127171
bj10_lon8_exp1,T,26.926898002392
bj10_lon8_exp1,T,27.657653808594
bj10_lon8_exp1,T,28.071152925491
bj10_lon8_exp1,T,29.112986326450
bj10_lon8_exp1,T,29.726702690125
bj10_lon8_exp1,T,30.134950160980
bj10_lon8_exp1,T,34.833483695984
bj10_lon8_exp1,T,35.437640905497
bj10_lon8_exp1,T,43.701532125531
bj10_lon8_exp1,T,45.609217882273
bj10_lon8_exp1,T,47.212572097778
bj10_lon8_exp1,T,47.863911151828
bj10_lon8_exp1,T,52.620797157288
bj10_lon8_exp1,T,55.899395942688
bj10_lon8_exp1,T,58.929628849000
bj10_lon8_exp1,T,72.129477739334
bj10_lon8_exp1,T,73.696920156479
bj10_lon8_exp1,T,74.515550136566
bj10_lon8_exp1,T,75.365143060801
bj10_lon8_exp1,T,79.234194755554
bj10_lon8_exp1,T,85.913800000912
bj10_lon8_exp1,T,87.045544862744
bj10_lon8_exp1,T,87.577811241150
bj10_lon8_exp1,T,88.912837266951
bj10_lon8_exp1,T,94.829440116795
bj10_lon8_exp1,T,94.831667900085
bj10_lon8_exp1,T,96.816695928574
bj10_lon8_exp1,T,97.920760154841
bj10_lon8_exp1,T,102.200971126556
bj10_lon8_exp1,T,105.493096828432
bj10_lon8_exp1,T,105.598905086517
bj10_lon8_exp1,T,107.910634994514
bj10_lon8_exp1,T,112.704511880875
bj10_lon8_exp1,T,119.685790061951
bj10_lon8_exp1,T,130.225201845227
bj10_lon8_exp1,T,143.709981203079
bj10_lon8_exp1,T,144.439867019653
bj10_lon8_exp1,T,152.466816902161
bj10_lon8_exp1,T,152.773777961964
bj10_lon8_exp1,T,156.038973093149
bj10_lon8_exp1,T,163.498591899857
bj10_lon8_exp1,T,165.089224338473
bj10_lon8_exp1,T,167.469090938801
bj10_lon8_exp1,T,167.919167041720
bj10_lon8_exp1,T,170.885013103398
bj10_lon8_exp1,T,172.113730907426
bj10_lon8_exp1,T,172.538503170013
bj10_lon8_exp1,T,177.458772897720
bj10_lon8_exp1,T,180.847476720781
bj10_lon8_exp1,T,190.722685098648
bj10_lon8_exp1,T,199.589509725571
bj10_lon8_exp1,T,200.439445972675
bj10_lon8_exp1,T,207.779148578644
bj10_lon8_exp1,T,209.562463998911
bj10_lon8_exp1,T,218.876504898071
bj10_lon8_exp1,T,220.389214992523
bj10_lon8_exp1,T,224.894230842590
bj10_lon8_exp1,T,234.315546751139
bj10_lon8_exp1,T,238.262264013407
bj10_lon8_exp1,T,255.105689287186
bj10_lon8_exp1,T,283.049154996872
bj10_lon8_exp1,T,303.042421102757
bj10_lon8_exp1,T,310.871944904095
bj10_lon8_exp1,T,372.004646062851
bj10_lon8_exp1,T,436.213757753372
bj10_lon8_exp1,T,493.795377016068
bj10_lon8_exp1,T,523.218124151230
bj10_lon8_exp1,T,538.129742145538
bj10_lon8_exp1,T,579.516496896744
bj10_lon8_exp1,T,580.947736024856
bj10_lon8_exp1,T,583.854202032088
bj10_lon8_exp1,T,620.487205266952
bj10_lon8_exp1,T,621.312057256699
bj10_lon8_exp1,T,669.219865083694
bj10_lon8_exp1,T,675.138811826706
bj10_lon8_exp1,T,684.760202884689
bj10_lon8_exp1,T,685.994833946170
bj10_lon8_exp1,T,686.436777830124
bj10_lon8_exp1,T,700.130372762695
bj10_lon8_exp1,T,709.986252069473
bj10_lon8_exp1,T,711.756648063660
bj10_lon8_exp1,T,714.632400035858
bj10_lon8_exp1,T,716.534944057406
bj10_lon8_exp1,T,717.538516044500
bj10_lon8_exp1,T,720.085222244277
bj10_lon8_exp1,T,723.118349075317
bj10_lon8_exp1,T,724.455129861861
bj10_lon8_exp1,T,727.930196762318
bj10_lon8_exp1,T,729.561134815187
bj10_lon8_exp1,T,733.043640851945
bj10_lon8_exp1,T,735.132667779922
bj10_lon8_exp1,T,738.489307641998
bj10_lon8_exp1,T,740.710407972452
bj10_lon8_exp1,T,741.198935985565
bj10_lon8_exp1,T,742.166234016418
bj10_lon8_exp1,T,746.991876840606
bj10_lon8_exp1,T,747.656591892301
bj10_lon8_exp1,T,751.700245857239
bj10_lon8_exp1,T,759.000080823898
bj10_lon8_exp1,T,760.540664911270
bj10_lon8_exp1,T,761.289130210935
bj10_lon8_exp1,T,762.392643928528
bj10_lon8_exp1,T,764.550554037109
bj10_lon8_exp1,T,764.936060905427
bj10_lon8_exp1,T,765.068677902163
bj10_lon8_exp1,T,766.143304824771
bj10_lon8_exp1,T,766.255028009473
bj10_lon8_exp1,T,766.345301151276
bj10_lon8_exp1,T,766.965826988162
bj10_lon8_exp1,T,768.944195270531
bj10_lon8_exp1,T,769.645364999888
bj10_lon8_exp1,T,769.952748775468
bj10_lon8_exp1,T,770.620558977127
bj10_lon8_exp1,T,775.478797912598
bj10_lon8_exp1,T,776.696491718307
bj10_lon8_exp1,T,776.831097126007
bj10_lon8_exp1,T,777.223659038573
bj10_lon8_exp1,T,778.361147642136
bj10_lon8_exp1,T,778.406523227663
bj10_lon8_exp1,T,779.161684751482
bj10_lon8_exp1,T,779.279672384255
bj10_lon8_exp1,T,779.777221202850
bj10_lon8_exp1,T,781.785655021666
bj10_lon8_exp1,T,782.062073945999
bj10_lon8_exp1,T,785.577331066161
bj10_lon8_exp1,T,792.286547899188
bj10_lon8_exp1,T,794.099896907806
bj10_lon8_exp1,T,794.567785024876
bj10_lon8_exp1,T,796.500423908175
bj10_lon8_exp1,T,797.748795032443
bj10_lon8_exp1,T,800.887890815735
bj10_lon8_exp1,T,801.471946001082
bj10_lon8_exp1,T,801.637441873550
bj10_lon8_exp1,T,802.144642829895
bj10_lon8_exp1,T,802.322741031647
bj10_lon8_exp1,T,805.108920812592
bj10_lon8_exp1,T,806.695601940184
bj10_lon8_exp1,T,807.027225017548
bj10_lon8_exp1,T,807.967917680799
bj10_lon8_exp1,T,808.459461927414
bj10_lon8_exp1,T,808.568194150925
bj10_lon8_exp1,T,808.711561918288
bj10_lon8_exp1,T,808.797379732132
bj10_lon8_exp1,T,808.893464088440
bj10_lon8_exp1,T,809.037414073944
bj10_lon8_exp1,T,809.571069002384
bj10_lon8_exp1,T,809.648673772812
bj10_lon8_exp1,T,809.954060077653
bj10_lon8_exp1,T,810.514001131043
bj10_lon8_exp1,T,811.077417850494
bj10_lon8_exp1,T,811.725536107988
bj10_lon8_exp1,T,811.809089183807
bj10_lon8_exp1,T,812.613191843033
bj10_lon8_exp1,T,812.855248928070
bj10_lon8_exp1,T,813.651336908340
bj10_lon8_exp1,T,814.156210660920
bj10_lon8_exp1,T,814.519488096237
bj10_lon8_exp1,T,815.895756959915
bj10_lon8_exp1,T,816.062954902591
bj10_lon8_exp1,T,816.224930763245
bj10_lon8_exp1,T,818.347282886534
bj10_lon8_exp1,T,818.963981866837
bj10_lon8_exp1,T,821.609426975279
bj10_lon8_exp1,T,821.952193260193
bj10_lon8_exp1,T,822.490396261215
bj10_lon8_exp1,T,823.000164985657
bj10_lon8_exp1,T,823.069610357285
bj10_lon8_exp1,T,823.231774091721
bj10_lon8_exp1,T,823.360609292955
bj10_lon8_exp1,T,823.905054807663
bj10_lon8_exp1,T,825.815472126007
bj10_lon8_exp1,T,826.190071105957
bj10_lon8_exp1,T,826.603724956512
bj10_lon8_exp1,T,826.802654981642
bj10_lon8_exp1,T,828.318298816695
bj10_lon8_exp1,T,828.549477815628
bj10_lon8_exp1,T,828.704195022816
bj10_lon8_exp1,T,829.327890872955
bj10_lon8_exp1,T,830.999758958817
bj10_lon8_exp1,T,831.616281747760
bj10_lon8_exp1,T,831.665817022324
bj10_lon8_exp1,T,831.904471874223
bj10_lon8_exp1,T,833.624993085745
bj10_lon8_exp1,T,833.638796091080
bj10_lon8_exp1,T,836.369762182003
bj10_lon8_exp1,T,838.067544937134
bj10_lon8_exp1,T,839.045134067535
bj10_lon8_exp1,T,839.599247217120
bj10_lon8_exp1,T,839.715901613235
bj10_lon8_exp1,T,840.909451961532
bj10_lon8_exp1,T,841.222874880070
bj10_lon8_exp1,T,841.540242910400
bj10_lon8_exp1,T,841.921177864046
bj10_lon8_exp1,T,842.362026929855
bj10_lon8_exp1,T,842.838581800461
bj10_lon8_exp1,T,843.030429124716
bj10_lon8_exp1,T,843.131448984161
bj10_lon8_exp1,T,843.510307312012
bj10_lon8_exp1,T,843.950704813004
bj10_lon8_exp1,T,845.272138834000
bj10_lon8_exp1,T,845.702297925964
bj10_lon8_exp1,T,846.702049970627
bj10_lon8_exp1,T,847.709758996964
bj10_lon8_exp1,T,847.927745819092
bj10_lon8_exp1,T,847.941313743591
bj10_lon8_exp1,T,849.638782739639
bj10_lon8_exp1,T,849.663095951080
bj10_lon8_exp1,T,849.679115056759
bj10_lon8_exp1,T,849.765670061111
bj10_lon8_exp1,T,849.933806896210
bj10_lon8_exp1,T,850.382607221589
bj10_lon8_exp1,T,850.947831153870
bj10_lon8_exp1,T,851.404921054869
bj10_lon8_exp1,T,852.853767871857
bj10_lon8_exp1,T,854.182989120454
bj10_lon8_exp1,T,854.743025302887
bj10_lon8_exp1,T,854.751308917999
bj10_lon8_exp1,T,855.147570848581
bj10_lon8_exp1,T,856.124134302256
bj10_lon8_exp1,T,856.720546960831
bj10_lon8_exp1,T,856.750609159411
bj10_lon8_exp1,T,857.261830091476
bj10_lon8_exp1,T,857.298065900788
bj10_lon8_exp1,T,857.633042812347
bj10_lon8_exp1,T,858.057084321961
bj10_lon8_exp1,T,858.292109966249
bj10_lon8_exp1,T,859.167432069720
bj10_lon8_exp1,T,859.324064016342
bj10_lon8_exp1,T,859.909868717194
bj10_lon8_exp1,T,860.082723856089
bj10_lon8_exp1,T,860.354191064835
bj10_lon8_exp1,T,860.692683696805
bj10_lon8_exp1,T,860.716327905655
bj10_lon8_exp1,T,861.023678064346
bj10_lon8_exp1,T,861.517550945282
bj10_lon8_exp1,T,861.599954366684
bj10_lon8_exp1,T,861.608890056552
bj10_lon8_exp1,T,865.145913839224
bj10_lon8_exp1,T,865.824644804001
bj10_lon8_exp1,T,866.547400951385
bj10_lon8_exp1,T,867.157749176025
bj10_lon8_exp1,T,867.278342247097
bj10_lon8_exp1,T,867.532458782196
bj10_lon8_exp1,T,867.987438917276
bj10_lon8_exp1,T,868.000655174372
bj10_lon8_exp1,T,868.546674013138
bj10_lon8_exp1,T,869.843018770334
bj10_lon8_exp1,T,870.310223102540
bj10_lon8_exp1,T,870.337488889694
bj10_lon8_exp1,T,870.824022769899
bj10_lon8_exp1,T,870.860384941101
bj10_lon8_exp1,T,871.610825777112
bj10_lon8_exp1,T,871.755672931671
bj10_lon8_exp1,T,871.905462265015
bj10_lon8_exp1,T,872.009605169296
bj10_lon8_exp1,T,873.418658018025
bj10_lon8_exp1,T,873.864559888840
bj10_lon8_exp1,T,874.786485195160
bj10_lon8_exp1,T,875.407514095306
bj10_lon8_exp1,T,875.650699138583
bj10_lon8_exp1,T,876.034137964190
bj10_lon8_exp1,T,876.447135925409
bj10_lon8_exp1,T,876.500827074022
bj10_lon8_exp1,T,876.582164764404
bj10_lon8_exp1,T,877.886851310672
bj10_lon8_exp1,T,878.211932182312
bj10_lon8_exp1,T,878.529999971390
bj10_lon8_exp1,T,878.550987720373
bj10_lon8_exp1,T,879.210067987442
bj10_lon8_exp1,T,881.027025222778
bj10_lon8_exp1,T,881.103790998459
bj10_lon8_exp1,T,882.225066900370
bj10_lon8_exp1,T,882.438197135984
bj10_lon8_exp1,T,883.058907747210
bj10_lon8_exp1,T,883.192615985841
bj10_lon8_exp1,T,883.535032987595
bj10_lon8_exp1,T,883.809698105091
bj10_lon8_exp1,T,884.550747156143
bj10_lon8_exp1,T,884.746934890980
bj10_lon8_exp1,T,885.930805921555
bj10_lon8_exp1,T,886.472146034241
bj10_lon8_exp1,T,887.385794162750
bj10_lon8_exp1,T,887.421455860138
bj10_lon8_exp1,T,887.735835075320
bj10_lon8_exp1,T,887.866650819778
bj10_lon8_exp1,T,887.868227005005
bj10_lon8_exp1,T,888.179118871631
bj10_lon8_exp1,T,888.561916112842
bj10_lon8_exp1,T,888.804521322192
bj10_lon8_exp1,T,889.315962076071
bj10_lon8_exp1,T,889.414820194128
bj10_lon8_exp1,T,890.008243799210
bj10_lon8_exp1,T,890.172549962968
bj10_lon8_exp1,T,891.429465770692
bj10_lon8_exp1,T,891.610558986678
bj10_lon8_exp1,T,892.151737928361
bj10_lon8_exp1,T,892.419471979141
bj10_lon8_exp1,T,892.572158813360
bj10_lon8_exp1,T,893.113943099917
bj10_lon8_exp1,T,893.153851032257
bj10_lon8_exp1,T,893.274935007154
bj10_lon8_exp1,T,893.731719017029
bj10_lon8_exp1,T,893.996721029282
bj10_lon8_exp1,T,894.404486894608
bj10_lon8_exp1,T,894.762269735322
bj10_lon8_exp1,T,894.966198205948
bj10_lon8_exp1,T,895.689441919327
bj10_lon8_exp1,T,895.714114665985
bj10_lon8_exp1,T,895.767005205213
bj10_lon8_exp1,T,896.252496957779
bj10_lon8_exp1,T,896.678659915924
bj10_lon8_exp1,T,897.088416814746
bj10_lon8_exp1,T,897.261074781360
bj10_lon8_exp1,T,899.649459838867
bj10_lon8_exp1,T,900.169569253922
bj10_lon8_exp1,T,900.539424896124
bj10_lon8_exp1,T,900.736865758896
bj10_lon8_exp1,T,900.774060249445
bj10_lon8_exp1,T,902.080775976065
bj10_lon8_exp1,T,902.175569057465
bj10_lon8_exp1,T,902.656634807587
bj10_lon8_exp1,T,903.338492631912
bj10_lon8_exp1,T,903.921446084918
bj10_lon8_exp1,T,903.937014102878
bj10_lon8_exp1,T,903.967155933380
bj10_lon8_exp1,T,904.476945877075
bj10_lon8_exp1,T,905.067123889865
bj10_lon8_exp1,T,905.071700811415
bj10_lon8_exp1,T,905.610155820832
bj10_lon8_exp1,T,906.371820211352
bj10_lon8_exp1,T,907.939474821091
bj10_lon8_exp1,T,908.349091768207
bj10_lon8_exp1,T,908.583780765548
bj10_lon8_exp1,T,908.980697870255
bj10_lon8_exp1,T,909.024529457063
bj10_lon8_exp1,T,909.224313020939
bj10_lon8_exp1,T,909.873097896576
bj10_lon8_exp1,T,910.483432054520
bj10_lon8_exp1,T,910.529156923410
bj10_lon8_exp1,T,910.727465867996
bj10_lon8_exp1,T,911.422611713409
bj10_lon8_exp1,T,911.428764343204
bj10_lon8_exp1,T,911.971410751401
bj10_lon8_exp1,T,912.268600940704
bj10_lon8_exp1,T,912.273655891433
bj10_lon8_exp1,T,912.556624174118
bj10_lon8_exp1,T,912.597388029098
bj10_lon8_exp1,T,912.608686208725
bj10_lon8_exp1,T,912.874180793762
bj10_lon8_exp1,T,913.022032976209
bj10_lon8_exp1,T,914.365793943405
bj10_lon8_exp1,T,914.476410865769
bj10_lon8_exp1,T,914.515227794647
bj10_lon8_exp1,T,915.277620077133
bj10_lon8_exp1,T,915.943383931881
bj10_lon8_exp1,T,916.623248100397
bj10_lon8_exp1,T,916.777110100025
bj10_lon8_exp1,T,916.886094093323
bj10_lon8_exp1,T,917.485229015365
bj10_lon8_exp1,T,917.628196001169
bj10_lon8_exp1,T,918.724425077380
bj10_lon8_exp1,T,918.888709068240
bj10_lon8_exp1,T,919.614741086844
bj10_lon8_exp1,T,920.095963001222
bj10_lon8_exp1,T,920.592782735825
bj10_lon8_exp1,T,920.743325710268
bj10_lon8_exp1,T,921.108767032623
bj10_lon8_exp1,T,922.580152750015
bj10_lon8_exp1,T,922.602922201127
bj10_lon8_exp1,T,923.224036931992
bj10_lon8_exp1,T,923.552264928934
bj10_lon8_exp1,T,923.604249954253
bj10_lon8_exp1,T,923.745837927097
bj10_lon8_exp1,T,924.541925191879
bj10_lon8_exp1,T,924.784188032150
bj10_lon8_exp1,T,924.803137779265
bj10_lon8_exp1,T,925.340809822083
bj10_lon8_exp1,T,925.606860876112
bj10_lon8_exp1,T,926.608207226032
bj10_lon8_exp1,T,926.992759943009
bj10_lon8_exp1,T,927.060288905865
bj10_lon8_exp1,T,927.093425273895
bj10_lon8_exp1,T,927.840155839920
bj10_lon8_exp1,T,927.951979398720
bj10_lon8_exp1,T,928.162844896317
bj10_lon8_exp1,T,928.329690694867
bj10_lon8_exp1,T,928.438086986600
bj10_lon8_exp1,T,929.010469198227
bj10_lon8_exp1,T,929.183265924454
bj10_lon8_exp1,T,930.182011842728
bj10_lon8_exp1,T,931.343013048230
bj10_lon8_exp1,T,931.436564207135
bj10_lon8_exp1,T,931.530310630740
bj10_lon8_exp1,T,931.693976163864
bj10_lon8_exp1,T,931.853321790928
bj10_lon8_exp1,T,931.919325590163
bj10_lon8_exp1,T,932.734097003937
bj10_lon8_exp1,T,933.249352932005
bj10_lon8_exp1,T,934.052853345871
bj10_lon8_exp1,T,934.304801940452
bj10_lon8_exp1,T,934.464034318924
bj10_lon8_exp1,T,934.920815944788
bj10_lon8_exp1,T,935.163639068487
bj10_lon8_exp1,T,935.242049932596
bj10_lon8_exp1,T,935.355713367346
bj10_lon8_exp1,T,936.469554424271
bj10_lon8_exp1,T,936.898711204296
bj10_lon8_exp1,T,937.248726129532
bj10_lon8_exp1,T,937.797746896627
bj10_lon8_exp1,T,938.136375904083
