frame_num;frame_epoch_time;ip_src;tcp_srcport;ip_ttl;ip_id;DF;tcp_tsval;tcp_seq;tcp_flags;tcp_stream;payload_len
301931;1569825185.762767;113.128.105.216;46942;53;0x00006b5c;1;1372985070.0;1634303656;0x00000002;4531;0
303389;1569825201.811056;123.163.114.161;60750;53;0x000038c3;1;1372995539.0;590481168;0x00000002;4588;0
303656;1569825211.867578;123.163.114.161;36358;53;0x0000b681;1;1372998052.0;1444151077;0x00000002;4594;0
309552;1569825332.2726362;111.224.248.160;46194;53;0x0000f966;1;1373028124.0;1598965370;0x00000002;4708;0
310065;1569825347.379665;221.13.12.39;35694;51;0x0000724f;1;1373023566.0;4285783809;0x00000002;4720;0
310559;1569825362.5562668;221.13.12.39;41192;51;0x0000381c;1;1373027359.0;2956428291;0x00000002;4735;0
310594;1569825363.842581;223.166.74.217;53524;55;0x000051e8;1;1373049913.0;1808025041;0x00000002;4736;0
311437;1569825372.674695;221.13.12.39;45668;52;0x0000608a;1;1373029899.0;3256460929;0x00000002;4761;0
312058;1569825379.921531;121.57.230.61;56642;53;0x0000c274;1;1373037009.0;3295355556;0x00000002;4771;0
312309;1569825396.010105;223.166.74.217;38218;55;0x00003f2e;1;1373057957.0;1795100038;0x00000002;4780;0
312423;1569825406.072092;223.166.74.217;42710;55;0x0000599c;1;1373060473.0;3059377381;0x00000002;4785;0
360716;1569826079.216367;182.88.76.102;36926;52;0x0000ddb0;1;1373211825.0;3870314753;0x00000002;5717;0
362488;1569826094.3127558;27.224.136.194;33276;53;0x0000ec46;1;1373232535.0;1922511313;0x00000002;5740;0
10380;1569826391.555118;221.0.16.8;48762;55;0x000056cb;1;1373286525.0;356181686;0x00000002;324;0
10861;1569826406.627023;119.39.46.20;49416;53;0x00003dc4;1;1373296754.0;2295195062;0x00000002;337;0
10881;1569826408.87125;124.90.51.253;42338;53;0x0000595d;1;1373311175.0;484067738;0x00000002;338;0
10919;1569826418.940848;124.90.51.253;51050;53;0x0000a851;1;1373313696.0;3726553841;0x00000002;339;0
28097;1569826538.5216668;180.95.231.19;52512;51;0x0000c4eb;1;1373323267.0;972588264;0x00000002;521;0
29519;1569826549.075507;180.95.231.19;56968;51;0x00004204;1;1373325790.0;4130999258;0x00000002;563;0
77150;1569827179.4019341;221.213.75.244;59320;52;0x0000cf0a;1;3398750920.0;831921602;0x00000002;1622;0
251084;1569829095.0727549;171.34.176.42;40178;52;0x00004dd8;1;1373960476.0;2254222532;0x00000002;4087;0
256199;1569829111.919643;112.66.100.100;44394;53;0x0000b555;1;1373973015.0;1485020233;0x00000002;4136;0
259121;1569829127.049276;27.224.137.225;53984;53;0x000004de;1;1373968485.0;4143062203;0x00000002;4195;0
262212;1569829137.329112;27.224.137.225;57408;53;0x0000c3e6;1;1373971009.0;1752228263;0x00000002;4200;0
304975;1569829285.826705;39.91.30.231;56860;55;0x000090b7;1;1374013482.0;601512093;0x00000002;4542;0
305296;1569829295.917511;39.91.30.231;38430;55;0x000097f7;1;1374016015.0;1302808056;0x00000002;4549;0
83128;1569830676.216125;113.206.198.70;55838;52;0x0000f56d;1;1374364091.0;854643926;0x00000002;1343;0
84887;1569830691.4358099;113.206.198.70;34730;53;0x00002f86;1;1374367897.0;2375032607;0x00000002;1384;0
90320;1569830706.5589478;123.144.26.118;45560;53;0x00001735;1;1374363373.0;2063337944;0x00000002;1423;0
92651;1569830716.7417939;123.144.26.118;50220;53;0x0000f5b7;1;1374365919.0;3250052456;0x00000002;1446;0
256854;1569832323.472163;119.39.46.168;41132;53;0x00006d04;1;1374769532.0;3867491448;0x00000002;4048;0
294622;1569832744.939157;119.39.47.228;43124;52;0x0000c79b;1;1374881343.0;1159709092;0x00000002;4705;0
107769;1569834383.842078;123.160.232.237;47654;53;0x00009e92;1;3630679033.0;1228889451;0x00000002;1878;0
203017;1569835420.83569;112.66.103.198;43548;53;0x000049e5;1;1375564172.0;1713453161;0x00000002;3597;0
203225;1569835435.9488282;112.66.103.198;48626;53;0x0000457d;1;1375567949.0;110150960;0x00000002;3603;0
225690;1569835587.669296;123.138.77.59;49428;53;0x000070fa;1;1375588958.0;3597050532;0x00000002;3901;0
226833;1569835597.7222989;123.138.77.59;57358;53;0x00001186;1;1375591470.0;1751698856;0x00000002;3917;0
319887;1569836345.016797;123.232.226.197;51474;55;0x0000d3cb;1;1375781361.0;2328367674;0x00000002;5342;0
320042;1569836346.005096;123.232.226.197;51474;55;0x0000d3cc;1;1375781611.0;2328367674;0x00000002;5342;0
323263;1569836361.164;221.213.75.171;35348;52;0x00003e76;1;1375778933.0;342525443;0x00000002;5413;0
324823;1569836376.3089209;221.213.75.171;42502;52;0x0000296e;1;1375782719.0;32501329;0x00000002;5474;0
326096;1569836386.448461;221.213.75.171;47320;52;0x00003ef1;1;1375785254.0;3815174103;0x00000002;5478;0
118824;1569838113.790857;221.13.12.231;47662;52;0x00003125;1;1376237392.0;2973533813;0x00000002;1867;0
119627;1569838128.8968349;36.32.3.86;39748;51;0x0000499b;1;1376224264.0;82496915;0x00000002;1883;0
123302;1569838189.2020302;221.13.12.231;32932;52;0x0000d507;1;1376256241.0;3367491062;0x00000002;1961;0
126621;1569838204.3360062;221.13.12.231;41248;51;0x000022f0;1;1376260021.0;4031589701;0x00000002;2055;0
137871;1569838287.9957778;221.13.12.231;60972;52;0x0000a290;1;1376280937.0;1047118841;0x00000002;2264;0
138585;1569838298.130769;112.117.33.106;36738;52;0x0000bae4;1;1376283464.0;2768032172;0x00000002;2302;0
150797;1569838364.950431;119.39.47.150;34244;53;0x0000545b;1;1376283275.0;3578215883;0x00000002;2464;0
152416;1569838375.04252;119.39.47.150;44002;53;0x0000ddd2;1;1376285796.0;267364790;0x00000002;2491;0
189297;1569838718.911596;116.252.0.95;58254;52;0x0000171d;1;1376388653.0;1919815984;0x00000002;3019;0
192687;1569838734.0467572;116.252.0.95;37452;52;0x0000cc67;1;1376392439.0;2614483088;0x00000002;3064;0
192700;1569838735.049382;116.252.0.95;37452;52;0x0000cc68;1;1376392689.0;2614483088;0x00000002;3064;0
210415;1569838921.1623101;27.211.177.82;49262;55;0x00001796;1;1376439223.0;2960186401;0x00000002;3473;0
214317;1569838931.264518;27.211.177.82;54716;55;0x0000f374;1;1376441736.0;2734565116;0x00000002;3500;0
219693;1569838949.519989;113.206.129.43;38160;52;0x00005cfe;1;1376432411.0;563801573;0x00000002;3532;0
219698;1569838949.62083;150.255.2.252;34914;52;0x0000f9e8;1;1376424128.0;819554600;0x00000002;3534;0
219711;1569838949.736552;113.206.129.43;38278;52;0x0000db6c;1;1376432466.0;721644094;0x00000002;3536;0
225000;1569839028.283355;106.45.1.188;56042;53;0x000004da;1;1376449108.0;2831480462;0x00000002;3625;0
225965;1569839034.286048;113.206.129.43;53784;52;0x0000565f;1;1376453603.0;750409148;0x00000002;3634;0
226519;1569839043.355607;220.200.166.156;57748;51;0x000053c9;1;1376469768.0;1370951873;0x00000002;3637;0
226678;1569839049.3976269;113.206.129.43;33378;53;0x000067aa;1;1376457384.0;60978434;0x00000002;3642;0
227665;1569839064.5092611;113.206.129.43;41502;53;0x0000a313;1;1376461163.0;2450948728;0x00000002;3675;0
229303;1569839074.6276019;113.206.129.43;46616;52;0x00004bb3;1;1376463691.0;3656605944;0x00000002;3702;0
242347;1569839135.3161469;220.200.166.156;48104;51;0x0000b814;1;1376492754.0;1580016838;0x00000002;3885;0
242795;1569839145.436723;220.200.166.156;53562;51;0x00002db9;1;1376495277.0;3437464340;0x00000002;3888;0
392975;1569840124.704668;182.138.158.116;55284;53;0x00004760;1;1376740086.0;1405429142;0x00000002;5955;0
393260;1569840139.8419077;182.138.158.116;41870;53;0x0000aed3;1;1376743868.0;1599922031;0x00000002;5960;0
397861;1569840177.06769;182.138.158.116;51810;53;0x0000a467;1;1376753178.0;3039965821;0x00000002;6009;0
398092;1569840187.177834;182.138.158.116;33456;53;0x0000937d;1;1376755706.0;4163505287;0x00000002;6012;0
74973;1569841219.208751;60.208.165.102;36824;55;0x00006025;1;1376993451.0;2253201550;0x00000002;1421;0
80709;1569841234.257376;60.13.6.219;45708;52;0x0000d8bd;1;1377003697.0;1756999692;0x00000002;1499;0
112221;1569841449.604817;124.235.138.190;44230;53;0x00006d39;1;1377057440.0;1992513433;0x00000002;1844;0
112343;1569841465.364567;124.235.138.190;51342;53;0x0000c369;1;1377061378.0;2901117291;0x00000002;1849;0
112346;1569841466.367503;124.235.138.190;51342;53;0x0000c36a;1;1377061628.0;2901117291;0x00000002;1849;0
126744;1569841583.666024;171.36.134.29;49278;52;0x0000793d;1;3632479008.0;875774493;0x00000002;2088;0
132803;1569841670.174281;116.252.2.209;50412;52;0x0000cf46;1;1377106184.0;95499854;0x00000002;2217;0
132808;1569841671.1786542;116.252.2.209;50412;52;0x0000cf47;1;1377106434.0;95499854;0x00000002;2217;0
143675;1569841682.7842178;116.252.2.209;55078;52;0x00001081;1;1377109336.0;1335104985;0x00000002;2355;0
183370;1569842130.84298;111.175.57.242;44470;53;0x0000efd5;1;1377227748.0;2108570673;0x00000002;3027;0
183447;1569842140.915066;111.175.57.242;50332;53;0x00004b39;1;1377230266.0;311465603;0x00000002;3029;0
226261;1569842427.9679148;182.88.77.72;48756;52;0x00000163;1;1377315959.0;3309120788;0x00000002;3611;0
230170;1569842443.0587618;124.235.138.127;45100;53;0x00003e6e;1;1377302792.0;1528088422;0x00000002;3658;0
334858;1569843150.733929;113.128.104.27;44406;53;0x00005240;1;1377474444.0;72074700;0x00000002;4885;0
336104;1569843165.811597;113.128.104.27;50476;53;0x0000e8e2;1;1377478213.0;654462631;0x00000002;4899;0
336500;1569843176.652912;113.128.104.27;56006;53;0x00007fec;1;1377480924.0;428658480;0x00000002;4909;0
336548;1569843177.651001;113.128.104.27;56006;53;0x00007fed;1;1377481174.0;428658480;0x00000002;4909;0
367202;1569843452.3948052;111.224.234.155;50844;53;0x000000a6;1;1377555130.0;4277522972;0x00000002;5381;0
367420;1569843462.415997;111.224.234.155;58224;53;0x00000f49;1;1377557634.0;508810187;0x00000002;5388;0
67963;1569845922.792431;223.166.74.164;34076;55;0x0000be6c;1;1378175801.0;1794176341;0x00000002;1472;0
71140;1569846118.028021;124.235.138.144;46862;53;0x0000f04f;1;1378221565.0;607784370;0x00000002;1579;0
71193;1569846133.086565;124.235.138.144;57252;53;0x0000903d;1;1378225330.0;3784023183;0x00000002;1583;0
73022;1569846205.433391;150.255.7.242;53584;51;0x000072bf;1;1378260331.0;1987635156;0x00000002;1684;0
73120;1569846215.520457;150.255.7.242;58642;51;0x00005b56;1;1378262853.0;4045128723;0x00000002;1689;0
82387;1569846638.460855;211.97.17.208;39270;52;0x00004baf;1;1378348262.0;809609033;0x00000002;1984;0
82447;1569846648.534322;211.97.17.208;44464;52;0x0000d03f;1;1378350780.0;1900422787;0x00000002;1987;0
83248;1569846899.244736;113.128.104.75;51804;53;0x0000d95d;1;1378433801.0;236118612;0x00000002;2035;0
83874;1569846914.292293;58.248.201.104;50476;53;0x00001c02;1;1378420620.0;1208359822;0x00000002;2058;0
105684;1569847351.4238222;124.90.54.177;43606;53;0x0000572d;1;1378526482.0;198177343;0x00000002;2572;0
106321;1569847366.508574;124.90.54.177;59120;53;0x00007bbc;1;1378530272.0;1846593628;0x00000002;2609;0
111269;1569847540.971008;113.128.105.3;59524;53;0x000052f9;1;1378580336.0;3317310857;0x00000002;2745;0
112612;1569847551.002528;113.128.105.3;39998;53;0x00008b97;1;1378582844.0;2493057707;0x00000002;2758;0
22867;1569848245.5535948;182.88.77.72;40180;52;0x00008512;1;1378753422.0;1135189660;0x00000002;417;0
23252;1569848255.66645;182.88.77.72;49528;52;0x0000c831;1;1378755950.0;3785944415;0x00000002;424;0
50243;1569848788.149034;106.45.1.192;45368;53;0x00009c6e;1;1005790009.0;2343419735;0x00000002;935;0
2297;1569851672.411894;110.177.79.21;41844;53;0x0000723b;1;1379627085.0;456000118;0x00000002;155;0
2457;1569851687.5015001;116.252.2.199;40436;52;0x0000d577;1;1379613907.0;3982682532;0x00000002;161;0
40489;1569852058.20866;116.252.0.73;39814;52;0x0000bdfc;1;1379723495.0;793990427;0x00000002;528;0
126139;1569853764.27032;123.158.49.177;58246;53;0x000019ff;1;1380136083.0;643902828;0x00000002;2207;0
126216;1569853779.391401;123.158.49.177;37918;53;0x0000b91c;1;1380139859.0;510130767;0x00000002;2211;0
144611;1569854683.38445;124.88.113.217;26269;52;0x00004f75;1;1380365854.0;1273822300;0x00000002;2702;0
144627;1569854687.570544;182.138.163.164;47490;53;0x000042be;1;1380358619.0;339991397;0x00000002;2703;0
144654;1569854697.692945;182.138.163.164;56046;53;0x0000f607;1;1380361147.0;3011663292;0x00000002;2707;0
144664;1569854698.518687;182.138.163.164;56742;53;0x000010ee;1;1380361353.0;1757525095;0x00000002;2708;0
53381;1569855869.7545981;106.45.1.192;40338;53;0x00006137;1;1380659475.0;230117412;0x00000002;999;0
53625;1569855879.819261;106.45.1.192;45516;53;0x0000dd38;1;1380661989.0;4265928669;0x00000002;1003;0
60646;1569856015.18777;123.163.114.193;38720;53;0x00005c9e;1;1007596766.0;2828396608;0x00000002;1157;0
70273;1569856082.4124649;111.224.248.89;33302;53;0x0000ca01;1;1380707335.0;700982790;0x00000002;1300;0
70568;1569856092.427114;111.224.248.89;38050;53;0x0000623d;1;1380709839.0;2431358962;0x00000002;1307;0
73227;1569856148.1305182;116.249.238.66;57896;52;0x0000298a;1;1380732075.0;1319593249;0x00000002;1392;0
73261;1569856149.12763;116.249.238.66;57896;52;0x0000298b;1;1380732325.0;1319593249;0x00000002;1392;0
49037;1569859854.178458;58.248.200.239;49716;53;0x00009b05;1;1381658607.0;1383068906;0x00000002;1060;0
49949;1569859869.244243;58.248.200.239;58516;53;0x0000eff2;1;1381662374.0;2677313876;0x00000002;1078;0
110834;1569861396.6058738;36.32.3.39;46156;52;0x0000d45a;1;1382044206.0;2823784052;0x00000002;2191;0
113015;1569861406.67859;36.32.3.39;51550;52;0x0000bfe9;1;1382046724.0;4219331565;0x00000002;2232;0
6468;1569862747.058307;182.138.163.122;36812;53;0x000029b0;1;1382378782.0;2188526766;0x00000002;248;0
6556;1569862762.157799;182.138.163.122;45558;53;0x00000d58;1;1382382559.0;1011906183;0x00000002;259;0
17609;1569863251.341182;124.89.89.158;58766;53;0x00004555;1;1009391431.0;3241759250;0x00000002;498;0
31791;1569863566.493454;211.97.21.76;41228;52;0x00001f35;1;1382600581.0;2548814000;0x00000002;816;0
31891;1569863576.569117;211.97.21.76;47190;52;0x00008747;1;1382603099.0;1578262044;0x00000002;821;0
38648;1569864403.3080518;175.184.165.77;33712;52;0x0000b3a3;1;1382792860.0;628230156;0x00000002;1145;0
38734;1569864421.3753402;175.184.165.77;40144;52;0x00002807;1;1382797376.0;1155851604;0x00000002;1152;0
39888;1569864581.10633;221.13.12.161;55316;51;0x000099c7;1;1382837296.0;2041509367;0x00000002;1202;0
39897;1569864591.23999;221.13.12.161;60520;51;0x00009af3;1;1382839827.0;1831070944;0x00000002;1203;0
57395;1569865453.302672;124.235.138.84;49832;53;0x0000de95;1;1383055339.0;1371038078;0x00000002;1750;0
57601;1569865468.369151;124.235.138.84;35621;53;0x0000fe1b;1;1383059106.0;1275867321;0x00000002;1761;0
52144;1569866844.777143;119.39.47.30;44324;53;0x0000a072;1;1383406233.0;1465432811;0x00000002;953;0
52146;1569866845.7750988;119.39.47.30;44324;53;0x0000a073;1;1383406483.0;1465432811;0x00000002;953;0
135430;1569868867.114955;116.252.0.130;55814;52;0x0000c9fd;1;1383925730.0;2742406687;0x00000002;2531;0
135498;1569868882.27425;116.252.0.130;41472;52;0x000051b7;1;1383929509.0;278742802;0x00000002;2534;0
154931;1569869289.759153;180.95.238.154;47142;51;0x00003610;1;1384009187.0;405371891;0x00000002;2937;0
154989;1569869304.819457;180.95.238.154;58064;52;0x000011b1;1;1384012952.0;1643597097;0x00000002;2941;0
654;1569869542.486447;113.206.199.18;53154;53;0x0000123b;1;1384080654.0;4256790325;0x00000002;53;0
866;1569869552.577519;113.206.199.18;59434;53;0x000058f3;1;1384083178.0;4234294809;0x00000002;66;0
35561;1569870284.892824;27.211.181.146;37378;55;0x00003a20;1;1384280200.0;403196584;0x00000002;963;0
35572;1569870285.8827069;27.211.181.146;37378;55;0x00003a21;1;1384280450.0;403196584;0x00000002;963;0
35667;1569870287.890125;27.211.181.146;37378;55;0x00003a22;1;1384280951.0;403196584;0x00000002;963;0
36026;1569870304.371093;175.152.109.128;45430;53;0x0000383b;1;1384285063.0;1088011196;0x00000002;992;0
36031;1569870305.373366;175.152.109.128;45430;53;0x0000383c;1;1384285314.0;1088011196;0x00000002;992;0
43893;1569870453.7742941;175.152.108.211;45730;53;0x000048f8;1;244933788.0;247213156;0x00000002;1108;0
52903;1569870687.783461;175.42.3.39;53656;53;0x000015cb;1;1384380904.0;912419;0x00000002;1299;0
52950;1569870698.1348588;175.42.3.39;57882;53;0x0000ad8b;1;1384383491.0;3251743112;0x00000002;1301;0
52952;1569870698.1444988;175.152.111.226;46984;53;0x00002030;1;1384369574.0;174321046;0x00000002;1302;0
52962;1569870699.1442;175.152.111.226;46984;53;0x00002031;1;1384369824.0;174321046;0x00000002;1302;0
53000;1569870701.150695;175.152.111.226;46984;53;0x00002032;1;1384370325.0;174321046;0x00000002;1302;0
53546;1569870717.6185591;123.191.136.11;55964;52;0x000000ba;1;1384374448.0;4229423114;0x00000002;1330;0
112788;1569871929.778213;111.224.235.106;39142;53;0x00007bd4;1;1384677494.0;2912091042;0x00000002;2329;0
113043;1569871944.8211699;36.32.3.107;41086;51;0x000016a8;1;1384672948.0;2631628828;0x00000002;2335;0
11941;1569873135.537774;175.42.1.218;39554;53;0x00009ee5;1;1384992833.0;2287390372;0x00000002;357;0
12455;1569873150.6339252;175.42.1.218;48644;53;0x00005b23;1;1384996610.0;1748108321;0x00000002;364;0
12659;1569873165.7255092;58.249.101.199;41722;53;0x0000a537;1;1384983459.0;398429844;0x00000002;368;0
12821;1569873175.7959309;58.249.101.199;47468;53;0x0000874a;1;1384985976.0;3641094706;0x00000002;371;0
30646;1569873391.933639;175.42.1.162;52488;53;0x000032bf;1;1385043080.0;1576937015;0x00000002;755;0
30824;1569873407.059134;175.42.1.162;33028;53;0x0000422d;1;1385046861.0;1843421536;0x00000002;764;0
55778;1569873869.401049;116.252.0.216;57359;52;0x0000dac9;1;1385162388.0;3710663773;0x00000002;1106;0
55780;1569873870.3965209;116.252.0.216;57359;52;0x0000daca;1;1385162638.0;3710663773;0x00000002;1106;0
55860;1569873886.458104;221.13.12.162;56352;51;0x0000f9e8;1;1385158379.0;2754752259;0x00000002;1110;0
56360;1569874016.6531718;113.58.225.61;33182;52;0x0000ec2b;1;1385199203.0;585931336;0x00000002;1141;0
56387;1569874026.7461538;113.58.225.61;37248;51;0x00005739;1;1385201725.0;1500239620;0x00000002;1143;0
9118;1569877139.942574;113.128.104.82;33408;53;0x0000822b;1;1385980079.0;491053700;0x00000002;381;0
9210;1569877154.9923449;113.128.104.82;41714;53;0x00001f76;1;1385983842.0;872181780;0x00000002;385;0
9420;1569877170.052329;113.128.104.82;49404;53;0x000093ba;1;1385987607.0;3876580781;0x00000002;393;0
9471;1569877180.1124108;113.128.104.82;54504;53;0x0000e430;1;1385990121.0;35546073;0x00000002;394;0
25157;1569877653.883407;222.82.56.210;18854;53;0x00001904;1;1097122778.0;849009374;0x00000002;631;0
140299;1569878477.0834131;182.138.163.88;45678;53;0x0000e2c1;1;1386311286.0;2326367415;0x00000002;2358;0
140337;1569878478.084094;182.138.163.88;45678;53;0x0000e2c2;1;1386311536.0;2326367415;0x00000002;2358;0
145571;1569878493.362502;121.57.225.89;53412;53;0x000012c0;1;1386332336.0;3672363632;0x00000002;2458;0
147189;1569878578.103761;182.138.163.88;49306;53;0x00008d33;1;1386336527.0;72375356;0x00000002;2476;0
147197;1569878579.049908;182.138.163.88;49306;53;0x00008d34;1;1386336777.0;72375356;0x00000002;2476;0
147388;1569878589.164334;182.138.163.88;52692;53;0x00005166;1;1386339302.0;3279653504;0x00000002;2484;0
147393;1569878590.153734;182.138.163.88;52692;53;0x00005167;1;1386339552.0;3279653504;0x00000002;2484;0
147413;1569878592.171318;182.138.163.88;52692;53;0x00005168;1;1386340053.0;3279653504;0x00000002;2484;0
147613;1569878611.779906;124.89.119.2;35766;52;0x0000ce4a;1;1386361940.0;3326540318;0x00000002;2495;0
147694;1569878626.634929;60.208.208.212;45598;55;0x000028db;1;1386345306.0;1434966913;0x00000002;2500;0
147705;1569878626.956425;124.89.119.2;44200;53;0x0000de7d;1;1386365734.0;2913049947;0x00000002;2502;0
147751;1569878641.7138531;121.57.224.5;44500;53;0x0000ef9a;1;1386355518.0;4080792740;0x00000002;2505;0
147856;1569878656.8254151;60.208.208.212;60230;55;0x00007953;1;1386352849.0;2538695042;0x00000002;2508;0
147927;1569878666.874465;60.208.208.212;37104;55;0x000056e5;1;1386355366.0;4007742531;0x00000002;2512;0
147947;1569878671.020246;123.145.8.218;37786;52;0x00008e6d;1;1386359773.0;2262345136;0x00000002;2515;0
147971;1569878681.181447;123.145.8.218;42642;52;0x0000c9c5;1;1386362310.0;2665413635;0x00000002;2517;0
160916;1569878737.5132189;124.89.119.2;48644;52;0x0000c33b;1;1386393375.0;3146607652;0x00000002;2609;0
160945;1569878752.610713;124.89.119.2;56748;53;0x0000c297;1;1386397148.0;3619848011;0x00000002;2611;0
161084;1569878767.680809;123.145.8.218;56884;53;0x0000bce1;1;1386383937.0;1160394400;0x00000002;2614;0
163331;1569878777.808557;123.145.8.218;33946;53;0x000042cb;1;1386386463.0;3260077780;0x00000002;2692;0
167202;1569878834.666426;121.57.225.220;57168;53;0x000073dc;1;1386403740.0;2860950592;0x00000002;2788;0
167438;1569878849.769368;121.57.225.220;36534;53;0x0000167e;1;1386407534.0;4276547600;0x00000002;2792;0
167562;1569878868.903062;221.13.12.32;49656;51;0x00000632;1;1386405865.0;3994868187;0x00000002;2797;0
167654;1569878879.0234842;221.13.12.32;54426;51;0x00009fa5;1;1386408393.0;488339052;0x00000002;2800;0
168435;1569878908.2690258;36.32.3.113;37304;51;0x0000febf;1;1386422102.0;1025630697;0x00000002;2839;0
168544;1569878923.33816;58.48.128.219;42648;53;0x0000fe2e;1;1386417524.0;904917850;0x00000002;2841;0
168772;1569878939.4223208;36.32.3.113;51192;51;0x00009045;1;1386429890.0;1682615436;0x00000002;2853;0
168841;1569878949.526909;36.32.3.113;56240;51;0x00006740;1;1386432414.0;3244302558;0x00000002;2854;0
169085;1569878995.861413;220.200.165.200;49012;51;0x0000fd39;1;1386437607.0;472098526;0x00000002;2865;0
169165;1569879010.92872;124.235.138.80;52000;53;0x0000c7fe;1;1386447829.0;1533297707;0x00000002;2868;0
169277;1569879026.019028;220.200.165.200;35186;51;0x0000e776;1;1386445147.0;1221434925;0x00000002;2873;0
169318;1569879036.0949159;220.200.165.200;39200;51;0x00009c3a;1;1386447666.0;4249558792;0x00000002;2875;0
169511;1569879129.7167332;218.72.50.198;49894;53;0x000041e8;1;1386470894.0;3299712006;0x00000002;2895;0
169569;1569879145.045289;218.72.50.198;56580;53;0x0000d3fa;1;1386474849.0;3464511131;0x00000002;2899;0
170964;1569879160.1698117;171.34.178.253;33244;51;0x0000197a;1;1386485136.0;2791705834;0x00000002;2943;0
179234;1569879170.28213;171.34.178.253;37282;51;0x0000a2a9;1;1386487667.0;3467951578;0x00000002;3160;0
256666;1569880116.406966;112.80.139.208;43874;52;0x00006af2;1;1386738049.0;331914099;0x00000002;4229;0
259646;1569880132.0984108;150.255.0.113;53104;51;0x00001898;1;1386725046.0;3895174702;0x00000002;4256;0
261475;1569880198.3213139;150.255.0.113;44450;51;0x0000ed69;1;1386741603.0;1769738762;0x00000002;4328;0
11;1569880208.430857;150.255.0.113;51421;51;0x0000911c;1;1386744127.0;3648559139;0x00000002;5;0
54252;1569881176.425926;124.235.138.177;60978;53;0x0000073c;1;1386980843.0;329229015;0x00000002;1283;0
54424;1569881191.539741;111.224.221.210;53562;53;0x0000e9fa;1;1386992929.0;108084443;0x00000002;1299;0
54435;1569881192.5290658;111.224.221.210;53562;53;0x0000e9fb;1;1386993179.0;108084443;0x00000002;1299;0
54519;1569881207.9180381;124.235.138.177;44976;53;0x00008ace;1;1386988718.0;1921011296;0x00000002;1313;0
54553;1569881218.6601021;124.235.138.177;49216;53;0x00005cc4;1;1386991403.0;3105657839;0x00000002;1317;0
58027;1569881309.17239;183.191.120.76;50984;55;0x00009b34;1;1387015940.0;940618800;0x00000002;1485;0
58603;1569881324.230011;110.177.75.4;43108;53;0x00007c57;1;1387026157.0;2621516474;0x00000002;1520;0
58642;1569881332.520321;106.45.1.225;51836;53;0x0000c717;1;1387042090.0;2376225341;0x00000002;1521;0
58712;1569881339.294498;110.177.75.4;50512;53;0x00004b3f;1;1387029923.0;2140745372;0x00000002;1523;0
58886;1569881347.6243868;222.82.62.126;4057;53;0x00003e68;1;1387028941.0;1680236453;0x00000002;1531;0
58921;1569881349.394691;110.177.75.4;56170;53;0x00001929;1;1387032447.0;2971301462;0x00000002;1539;0
59940;1569881399.353589;106.45.1.225;37960;53;0x000085c5;1;1387058799.0;3355530154;0x00000002;1584;0
60054;1569881409.458536;106.45.1.225;44086;53;0x0000ad32;1;1387061317.0;1492012407;0x00000002;1588;0
65187;1569881819.928791;123.160.232.106;35136;53;0x0000387c;1;1387163941.0;1338394969;0x00000002;1780;0
65247;1569881835.121318;123.160.232.106;42850;53;0x00004ff9;1;1387167702.0;4192022575;0x00000002;1788;0
66101;1569881899.1173022;182.242.106.218;47492;52;0x0000dcca;1;1387183722.0;1301832352;0x00000002;1816;0
66144;1569881909.2815208;182.242.106.218;52546;52;0x0000dfc1;1;1387186263.0;2786269078;0x00000002;1819;0
69178;1569882215.4525318;182.138.158.241;38744;53;0x00002c9f;1;1387245899.0;3719208404;0x00000002;1963;0
69182;1569882216.447431;182.138.158.241;38744;53;0x00002ca0;1;1387246149.0;3719208404;0x00000002;1963;0
69327;1569882231.7757158;124.89.89.147;41176;53;0x0000473e;1;1387266897.0;258622575;0x00000002;1971;0
69859;1569882343.015586;121.57.231.2;32776;53;0x0000c09e;1;1387277803.0;3244944757;0x00000002;2030;0
70022;1569882353.098888;121.57.231.2;38324;53;0x0000e384;1;1387280322.0;3309491270;0x00000002;2036;0
34282;1569884865.193466;123.163.114.192;42422;53;0x00004f92;1;1098925610.0;2103642552;0x00000002;723;0
45297;1569885166.2084541;113.58.244.130;58114;52;0x000006ad;1;1387978270.0;3628783795;0x00000002;950;0
45363;1569885181.298062;113.58.244.130;35694;51;0x0000d874;1;1387982043.0;2887726255;0x00000002;951;0
45820;1569885258.2582202;106.45.1.161;33972;53;0x0000909b;1;1388009605.0;1058850846;0x00000002;970;0
46473;1569885268.3344932;106.45.1.161;38892;53;0x0000f975;1;1388012121.0;129538860;0x00000002;998;0
48900;1569885629.872224;106.45.0.198;42534;53;0x000001d5;1;1388096116.0;101165985;0x00000002;1121;0
49923;1569885644.940697;106.45.0.198;49906;53;0x00008991;1;1388099881.0;841298104;0x00000002;1149;0
51156;1569885660.4807642;220.200.165.60;32854;51;0x0000cac4;1;1388110222.0;4039322442;0x00000002;1163;0
51454;1569885670.549863;220.200.165.60;37364;51;0x0000217b;1;1388112737.0;930728474;0x00000002;1166;0
55409;1569885837.920448;122.96.73.70;58036;51;0x000022f0;1;1388154517.0;3679562853;0x00000002;1233;0
55419;1569885838.91244;122.96.73.70;58036;51;0x000022f1;1;1388154767.0;3679562853;0x00000002;1233;0
