frame_num;frame_epoch_time;ip_src;tcp_srcport;ip_ttl;ip_id;DF;tcp_tsval;tcp_seq;tcp_flags;tcp_stream;payload_len
347;1573197027.6279252;27.224.136.233;59008;50;0x00001784;1;2215937342.0;801073636;0x00000002;51;0
360;1573197035.686213;175.152.29.246;52698;50;0x00002e9d;1;2215938666.0;1309713655;0x00000002;53;0
363;1573197036.6798348;175.152.29.246;52698;50;0x00002e9e;1;2215938916.0;1309713655;0x00000002;53;0
366;1573197038.693845;175.152.29.246;52698;50;0x00002e9f;1;2215939417.0;1309713655;0x00000002;53;0
367;1573197042.698373;175.152.29.246;52698;50;0x00002ea0;1;2215940420.0;1309713655;0x00000002;53;0
2724;1573199214.039637;223.166.74.67;47808;50;0x0000e3c9;1;2216482538.0;856110648;0x00000002;372;0
2725;1573199216.041575;223.166.74.67;47808;50;0x0000e3ca;1;2216483039.0;856110648;0x00000002;372;0
2726;1573199220.050702;223.166.74.67;47808;50;0x0000e3cb;1;2216484040.0;856110648;0x00000002;372;0
2727;1573199228.0503652;223.166.74.67;58612;50;0x00005ca6;1;2216486041.0;327989311;0x00000002;373;0
2728;1573199229.0502062;223.166.74.67;58612;50;0x00005ca7;1;2216486291.0;327989311;0x00000002;373;0
2729;1573199231.0542908;223.166.74.67;58612;50;0x00005ca8;1;2216486792.0;327989311;0x00000002;373;0
2730;1573199235.059368;223.166.74.67;58612;50;0x00005ca9;1;2216487794.0;327989311;0x00000002;373;0
3142;1573199669.158623;123.158.61.38;49612;50;0x000053c7;1;2216597020.0;3096298971;0x00000002;432;0
3143;1573199670.1353972;123.158.61.38;49612;50;0x000053c8;1;2216597270.0;3096298971;0x00000002;432;0
3144;1573199672.1528828;123.158.61.38;49612;50;0x000053c9;1;2216597771.0;3096298971;0x00000002;432;0
3147;1573199676.167544;123.158.61.38;49612;50;0x000053ca;1;2216598772.0;3096298971;0x00000002;432;0
3148;1573199679.1409721;123.158.61.38;54936;50;0x00008228;1;2216599520.0;560340424;0x00000002;434;0
3149;1573199680.133561;123.158.61.38;54936;50;0x00008229;1;2216599770.0;560340424;0x00000002;434;0
3152;1573199682.152024;123.158.61.38;54936;50;0x0000822a;1;2216600271.0;560340424;0x00000002;434;0
3157;1573199686.1845403;123.158.61.38;54936;50;0x0000822b;1;2216601272.0;560340424;0x00000002;434;0
3329;1573199815.1181538;106.45.0.12;57310;53;0x000068f8;1;2216632810.0;1144867090;0x00000002;461;0
3330;1573199816.119521;106.45.0.12;57310;53;0x000068f9;1;2216633060.0;1144867090;0x00000002;461;0
3331;1573199818.121362;106.45.0.12;57310;53;0x000068fa;1;2216633561.0;1144867090;0x00000002;461;0
3358;1573199822.1387389;106.45.0.12;57310;53;0x000068fb;1;2216634564.0;1144867090;0x00000002;461;0
3359;1573199825.0772738;106.45.0.12;34840;49;0x000050cc;1;2216635310.0;1536129890;0x00000002;463;0
3360;1573199826.0677972;106.45.0.12;34840;49;0x000050cd;1;2216635560.0;1536129890;0x00000002;463;0
3361;1573199828.0790498;106.45.0.12;34840;49;0x000050ce;1;2216636061.0;1536129890;0x00000002;463;0
3362;1573199832.0809388;106.45.0.12;34840;49;0x000050cf;1;2216637064.0;1536129890;0x00000002;463;0
177;1573200575.229984;182.245.41.62;53302;48;0x00005aef;1;2216823829.0;3718927307;0x00000002;28;0
178;1573200579.093073;182.245.41.62;53302;48;0x00005af0;1;2216824832.0;3718927307;0x00000002;28;0
182;1573200586.4187481;123.145.28.119;36018;50;0x00005d6e;1;2216826321.0;2547665087;0x00000002;30;0
183;1573200587.4125092;123.145.28.119;36018;50;0x00005d6f;1;2216826572.0;2547665087;0x00000002;30;0
184;1573200589.430256;123.145.28.119;36018;50;0x00005d70;1;2216827073.0;2547665087;0x00000002;30;0
187;1573200593.4346588;123.145.28.119;36018;50;0x00005d71;1;2216828076.0;2547665087;0x00000002;30;0
650;1573200936.4860818;111.224.249.19;38454;50;0x0000009e;1;2216914197.0;1871998347;0x00000002;101;0
651;1573200937.476797;111.224.249.19;38454;50;0x0000009f;1;2216914447.0;1871998347;0x00000002;101;0
690;1573200939.485816;111.224.249.19;38454;50;0x000000a0;1;2216914948.0;1871998347;0x00000002;101;0
693;1573200943.524664;111.224.249.19;38454;50;0x000000a1;1;2216915950.0;1871998347;0x00000002;101;0
694;1573200946.5462523;111.224.249.19;41858;54;0x00004687;1;2216916697.0;3402903646;0x00000002;105;0
695;1573200947.542835;111.224.249.19;41858;54;0x00004688;1;2216916947.0;3402903646;0x00000002;105;0
696;1573200949.555319;111.224.249.19;41858;54;0x00004689;1;2216917448.0;3402903646;0x00000002;105;0
697;1573200953.5589058;111.224.249.19;41858;54;0x0000468a;1;2216918450.0;3402903646;0x00000002;105;0
1196;1573201428.1592999;123.160.173.102;40919;48;0x00002416;1;2217032441.0;3251445487;0x00000002;160;0
1197;1573201429.168403;123.160.173.102;40919;48;0x00002417;1;2217032691.0;3251445487;0x00000002;160;0
1198;1573201431.169239;123.160.173.102;40919;48;0x00002418;1;2217033192.0;3251445487;0x00000002;160;0
1199;1573201435.176452;123.160.173.102;40919;48;0x00002419;1;2217034194.0;3251445487;0x00000002;160;0
1200;1573201443.169472;123.160.173.102;47364;50;0x0000a36e;1;2217036191.0;2176969457;0x00000002;161;0
1201;1573201444.166543;123.160.173.102;47364;50;0x0000a36f;1;2217036441.0;2176969457;0x00000002;161;0
1202;1573201446.172373;123.160.173.102;47364;50;0x0000a370;1;2217036942.0;2176969457;0x00000002;161;0
1203;1573201450.1879618;123.160.173.102;47364;50;0x0000a371;1;2217037944.0;2176969457;0x00000002;161;0
1518;1573201759.453022;183.157.87.172;59686;54;0x000056f7;1;2217125069.0;2015097402;0x00000002;204;0
1519;1573201760.455731;183.157.87.172;59686;54;0x000056f8;1;2217125319.0;2015097402;0x00000002;204;0
1520;1573201762.780535;183.157.87.172;59686;54;0x000056f9;1;2217125820.0;2015097402;0x00000002;204;0
1521;1573201766.5107641;183.157.87.172;59686;54;0x000056fa;1;2217126822.0;2015097402;0x00000002;204;0
1524;1573201774.057994;113.128.104.142;48080;50;0x00009c37;1;2217118754.0;550244373;0x00000002;206;0
1529;1573201775.064239;113.128.104.142;48080;50;0x00009c38;1;2217119004.0;550244373;0x00000002;206;0
1530;1573201777.066406;113.128.104.142;48080;50;0x00009c39;1;2217119505.0;550244373;0x00000002;206;0
1531;1573201781.08652;113.128.104.142;48080;50;0x00009c3a;1;2217120508.0;550244373;0x00000002;206;0
2054;1573202239.74495;116.252.0.52;41032;50;0x0000c715;1;2217235210.0;262968351;0x00000002;274;0
2055;1573202240.722297;116.252.0.52;41032;50;0x0000c716;1;2217235460.0;262968351;0x00000002;274;0
2056;1573202242.7282758;116.252.0.52;41032;50;0x0000c717;1;2217235961.0;262968351;0x00000002;274;0
2057;1573202246.727675;116.252.0.52;41032;50;0x0000c718;1;2217236964.0;262968351;0x00000002;274;0
2058;1573202249.704076;116.252.0.52;45184;50;0x0000ea35;1;2217237710.0;213628667;0x00000002;275;0
2059;1573202250.714168;116.252.0.52;45184;50;0x0000ea36;1;2217237960.0;213628667;0x00000002;275;0
2064;1573202252.7505271;116.252.0.52;45184;50;0x0000ea37;1;2217238461.0;213628667;0x00000002;275;0
2065;1573202256.74772;116.252.0.52;45184;50;0x0000ea38;1;2217239464.0;213628667;0x00000002;275;0
2865;1573203002.5577219;112.117.19.62;40574;50;0x0000fd48;1;1844323777.0;3080968329;0x00000002;395;0
2879;1573203003.5555308;112.117.19.62;40574;50;0x0000fd49;1;1844324027.0;3080968329;0x00000002;395;0
2887;1573203005.5596519;112.117.19.62;40574;50;0x0000fd4a;1;1844324528.0;3080968329;0x00000002;395;0
2895;1573203009.574539;112.117.19.62;40574;50;0x0000fd4b;1;1844325530.0;3080968329;0x00000002;395;0
3004;1573203162.282249;113.58.245.235;35408;49;0x0000647d;1;2217470279.0;3261893946;0x00000002;409;0
3005;1573203163.2853882;113.58.245.235;35408;49;0x0000647e;1;2217470529.0;3261893946;0x00000002;409;0
3006;1573203165.285162;113.58.245.235;35408;49;0x0000647f;1;2217471030.0;3261893946;0x00000002;409;0
3011;1573203169.307413;113.58.245.235;35408;49;0x00006480;1;2217472032.0;3261893946;0x00000002;409;0
3012;1573203172.2834117;113.58.245.235;40430;49;0x00006e09;1;2217472779.0;1016110338;0x00000002;411;0
3013;1573203173.280593;113.58.245.235;40430;49;0x00006e0a;1;2217473029.0;1016110338;0x00000002;411;0
3014;1573203175.284818;113.58.245.235;40430;49;0x00006e0b;1;2217473530.0;1016110338;0x00000002;411;0
3039;1573203179.3021102;113.58.245.235;40430;49;0x00006e0c;1;2217474532.0;1016110338;0x00000002;411;0
3370;1573203555.2841148;182.138.158.43;50884;50;0x00007703;1;2217568636.0;1971461759;0x00000002;454;0
3371;1573203556.279985;182.138.158.43;50884;50;0x00007704;1;2217568886.0;1971461759;0x00000002;454;0
3372;1573203558.28381;182.138.158.43;50884;50;0x00007705;1;2217569387.0;1971461759;0x00000002;454;0
3373;1573203562.2874222;182.138.158.43;50884;50;0x00007706;1;2217570388.0;1971461759;0x00000002;454;0
3374;1573203570.292275;182.138.158.43;59044;54;0x000094ab;1;2217572387.0;4266060936;0x00000002;455;0
3375;1573203571.2942522;182.138.158.43;59044;54;0x000094ac;1;2217572637.0;4266060936;0x00000002;455;0
3376;1573203573.296503;182.138.158.43;59044;54;0x000094ad;1;2217573138.0;4266060936;0x00000002;455;0
3377;1573203577.296746;182.138.158.43;59044;54;0x000094ae;1;2217574140.0;4266060936;0x00000002;455;0
3613;1573203781.3337572;220.200.161.105;59320;48;0x0000c23a;1;2217625148.0;75203590;0x00000002;486;0
3614;1573203782.3297892;220.200.161.105;59320;48;0x0000c23b;1;2217625398.0;75203590;0x00000002;486;0
3617;1573203784.3327582;220.200.161.105;59320;48;0x0000c23c;1;2217625899.0;75203590;0x00000002;486;0
3618;1573203788.3414268;220.200.161.105;59320;48;0x0000c23d;1;2217626901.0;75203590;0x00000002;486;0
3619;1573203791.331628;220.200.161.105;36448;48;0x0000d2ba;1;2217627648.0;2802680506;0x00000002;488;0
3620;1573203792.3323379;220.200.161.105;36448;48;0x0000d2bb;1;2217627899.0;2802680506;0x00000002;488;0
3621;1573203794.335365;220.200.161.105;36448;48;0x0000d2bc;1;2217628400.0;2802680506;0x00000002;488;0
3626;1573203798.3429139;220.200.161.105;36448;48;0x0000d2bd;1;2217629402.0;2802680506;0x00000002;488;0
3824;1573203902.710708;112.66.101.203;44958;55;0x00008bb0;1;2217675866.0;1091536874;0x00000002;519;0
3843;1573203903.70772;112.66.101.203;44958;55;0x00008bb1;1;2217676116.0;1091536874;0x00000002;519;0
3869;1573203917.6522381;123.160.173.31;57422;50;0x00007ecb;1;2217658464.0;840283819;0x00000002;520;0
1;1573203918.6507962;123.160.173.31;57422;50;0x00007ecc;1;2217658714.0;840283819;0x00000002;0;0
7;1573203920.6545732;123.160.173.31;57422;50;0x00007ecd;1;2217659215.0;840283819;0x00000002;0;0
10;1573203924.65992;123.160.173.31;57422;50;0x00007ece;1;2217660216.0;840283819;0x00000002;0;0
937;1573204880.340499;171.12.10.13;37040;48;0x0000083a;1;2217920174.0;203476628;0x00000002;131;0
938;1573204881.352854;171.12.10.13;37040;48;0x0000083b;1;2217920424.0;203476628;0x00000002;131;0
939;1573204883.3816442;171.12.10.13;37040;48;0x0000083c;1;2217920925.0;203476628;0x00000002;131;0
942;1573204887.4280932;171.12.10.13;37040;48;0x0000083d;1;2217921928.0;203476628;0x00000002;131;0
943;1573204890.450655;106.45.0.89;41716;54;0x00008ec7;1;2217922674.0;123690677;0x00000002;133;0
944;1573204891.4522202;106.45.0.89;41716;54;0x00008ec8;1;2217922924.0;123690677;0x00000002;133;0
947;1573204893.4632518;106.45.0.89;41716;54;0x00008ec9;1;2217923425.0;123690677;0x00000002;133;0
952;1573204897.4856691;106.45.0.89;41716;54;0x00008eca;1;2217924428.0;123690677;0x00000002;133;0
2290;1573206275.5904691;223.166.74.119;35809;50;0x0000fccf;1;2218248636.0;881866099;0x00000002;311;0
2291;1573206276.590211;223.166.74.119;35809;50;0x0000fcd0;1;2218248886.0;881866099;0x00000002;311;0
2292;1573206278.5910249;223.166.74.119;35809;50;0x0000fcd1;1;2218249387.0;881866099;0x00000002;311;0
2293;1573206282.601253;223.166.74.119;35809;50;0x0000fcd2;1;2218250388.0;881866099;0x00000002;311;0
2320;1573206290.590756;223.166.74.119;46498;50;0x00002627;1;2218252387.0;2836004420;0x00000002;313;0
2323;1573206291.5883482;223.166.74.119;46498;50;0x00002628;1;2218252637.0;2836004420;0x00000002;313;0
2324;1573206293.598921;223.166.74.119;46498;50;0x00002629;1;2218253138.0;2836004420;0x00000002;313;0
2329;1573206297.592818;223.166.74.119;46498;50;0x0000262a;1;2218254140.0;2836004420;0x00000002;313;0
1303;1573208702.3405652;116.252.2.193;59674;54;0x000084a9;1;2218855311.0;2804518694;0x00000002;184;0
1310;1573208703.377088;116.252.2.193;59674;54;0x000084aa;1;2218855561.0;2804518694;0x00000002;184;0
1321;1573208705.3697689;116.252.2.193;59674;54;0x000084ab;1;2218856062.0;2804518694;0x00000002;184;0
1332;1573208709.3489308;116.252.2.193;59674;54;0x000084ac;1;2218857064.0;2804518694;0x00000002;184;0
1340;1573208717.3450918;116.252.2.193;36182;54;0x0000909c;1;2218859061.0;1131776681;0x00000002;185;0
1367;1573208718.346947;116.252.2.193;36182;54;0x0000909d;1;2218859311.0;1131776681;0x00000002;185;0
1368;1573208720.348495;116.252.2.193;36182;54;0x0000909e;1;2218859812.0;1131776681;0x00000002;185;0
1374;1573208724.3464532;116.252.2.193;36182;54;0x0000909f;1;2218860814.0;1131776681;0x00000002;185;0
2684;1573209974.4250631;171.34.179.207;52346;49;0x00006226;1;2219173321.0;1109297135;0x00000002;351;0
2685;1573209975.425872;171.34.179.207;52346;49;0x00006227;1;2219173571.0;1109297135;0x00000002;351;0
2686;1573209977.5236669;171.34.179.207;52346;49;0x00006228;1;2219174072.0;1109297135;0x00000002;351;0
2687;1573209981.467664;171.34.179.207;52346;49;0x00006229;1;2219175074.0;1109297135;0x00000002;351;0
2688;1573209984.41944;171.34.179.207;58750;49;0x0000526d;1;2219175821.0;3115105760;0x00000002;352;0
2689;1573209985.4993582;171.34.179.207;58750;49;0x0000526e;1;2219176071.0;3115105760;0x00000002;352;0
2690;1573209987.4298851;171.34.179.207;58750;49;0x0000526f;1;2219176572.0;3115105760;0x00000002;352;0
2691;1573209991.4367929;171.34.179.207;58750;49;0x00005270;1;2219177574.0;3115105760;0x00000002;352;0
2946;1573210247.1708791;113.128.105.182;59816;48;0x0000ae35;1;2219241546.0;2329566847;0x00000002;388;0
2949;1573210248.1379962;113.128.105.182;59816;48;0x0000ae36;1;2219241796.0;2329566847;0x00000002;388;0
2950;1573210250.134353;113.128.105.182;59816;48;0x0000ae37;1;2219242297.0;2329566847;0x00000002;388;0
2977;1573210254.176107;113.128.105.182;59816;48;0x0000ae38;1;2219243300.0;2329566847;0x00000002;388;0
2978;1573210257.0937252;113.128.105.182;36928;50;0x0000080f;1;2219244046.0;531427841;0x00000002;390;0
2979;1573210258.082463;113.128.105.182;36928;50;0x00000810;1;2219244296.0;531427841;0x00000002;390;0
2980;1573210264.091624;113.128.105.182;36928;50;0x00000812;1;2219245800.0;531427841;0x00000002;390;0
1417;1573212602.871273;36.32.3.29;55858;49;0x00006335;1;1846723570.0;3878985927;0x00000002;210;0
1485;1573212603.861224;36.32.3.29;55858;49;0x00006336;1;1846723820.0;3878985927;0x00000002;210;0
1510;1573212605.9122179;36.32.3.29;55858;49;0x00006337;1;1846724321.0;3878985927;0x00000002;210;0
1527;1573212609.8736851;36.32.3.29;55858;49;0x00006338;1;1846725324.0;3878985927;0x00000002;210;0
1631;1573212808.1036;221.11.5.50;57260;50;0x00004d46;1;2219881741.0;656734283;0x00000002;222;0
1632;1573212809.097886;221.11.5.50;57260;50;0x00004d47;1;2219881991.0;656734283;0x00000002;222;0
1659;1573212811.101642;221.11.5.50;57260;50;0x00004d48;1;2219882492.0;656734283;0x00000002;222;0
1674;1573212815.1097732;221.11.5.50;57260;50;0x00004d49;1;2219883494.0;656734283;0x00000002;222;0
1677;1573212826.096818;124.225.47.56;47940;51;0x0000d3f2;1;2219886441.0;997136264;0x00000002;228;0
1682;1573212830.1049068;124.225.47.56;47940;51;0x0000d3f3;1;2219887444.0;997136264;0x00000002;228;0
3095;1573214080.949351;122.96.130.197;60622;50;0x00004a99;1;2220220240.0;2542900681;0x00000002;401;0
3096;1573214081.354569;122.96.130.197;60622;50;0x00004a9a;1;2220220490.0;2542900681;0x00000002;401;0
3097;1573214083.4779642;122.96.130.197;60622;50;0x00004a9b;1;2220220991.0;2542900681;0x00000002;401;0
3098;1573214087.391203;122.96.130.197;60622;50;0x00004a9c;1;2220221992.0;2542900681;0x00000002;401;0
3099;1573214090.372718;122.96.130.197;37172;50;0x00007718;1;2220222740.0;1148231180;0x00000002;402;0
3100;1573214091.3837671;122.96.130.197;37172;50;0x00007719;1;2220222990.0;1148231180;0x00000002;402;0
3127;1573214093.3975751;122.96.130.197;37172;50;0x0000771a;1;2220223491.0;1148231180;0x00000002;402;0
3130;1573214097.3748999;122.96.130.197;37172;50;0x0000771b;1;2220224492.0;1148231180;0x00000002;402;0
2543;1573215294.2609549;27.224.137.49;34524;50;0x0000306f;1;2220503340.0;3249144131;0x00000002;61;0
2544;1573215295.259582;27.224.137.49;34524;50;0x00003070;1;2220503590.0;3249144131;0x00000002;61;0
2545;1573215297.26459;27.224.137.49;34524;50;0x00003071;1;2220504091.0;3249144131;0x00000002;61;0
2546;1573215301.269375;27.224.137.49;34524;50;0x00003072;1;2220505092.0;3249144131;0x00000002;61;0
2677;1573215304.312579;27.224.137.49;39734;54;0x000032e9;1;2220505840.0;1469188121;0x00000002;79;0
2680;1573215305.313017;27.224.137.49;39734;54;0x000032ea;1;2220506090.0;1469188121;0x00000002;79;0
2685;1573215307.315468;27.224.137.49;39734;54;0x000032eb;1;2220506591.0;1469188121;0x00000002;79;0
2693;1573215311.326068;27.224.137.49;39734;54;0x000032ec;1;2220507593.0;1469188121;0x00000002;79;0
3448;1573216192.6130772;106.45.1.144;60252;54;0x00002d9b;1;2220748344.0;644531107;0x00000002;176;0
3449;1573216193.6145902;106.45.1.144;60252;54;0x00002d9c;1;2220748594.0;644531107;0x00000002;176;0
3450;1573216195.626583;106.45.1.144;60252;54;0x00002d9d;1;2220749095.0;644531107;0x00000002;176;0
3451;1573216199.638652;106.45.1.144;60252;54;0x00002d9e;1;2220750096.0;644531107;0x00000002;176;0
3559;1573216207.6568038;121.57.226.210;54580;50;0x0000e42a;1;2220730454.0;329141372;0x00000002;193;0
3560;1573216208.6690361;121.57.226.210;54580;50;0x0000e42b;1;2220730704.0;329141372;0x00000002;193;0
3565;1573216210.660065;121.57.226.210;54580;50;0x0000e42c;1;2220731205.0;329141372;0x00000002;193;0
3574;1573216214.717594;121.57.226.210;54580;50;0x0000e42d;1;2220732208.0;329141372;0x00000002;193;0
5794;1573218303.237282;115.198.205.160;34838;50;0x00007406;1;2221255184.0;957144598;0x00000002;462;0
5795;1573218303.9954941;115.198.205.160;34838;50;0x00007407;1;2221255434.0;957144598;0x00000002;462;0
5808;1573218305.879503;115.198.205.160;34838;50;0x00007408;1;2221255935.0;957144598;0x00000002;462;0
5821;1573218310.118241;115.198.205.160;34838;50;0x00007409;1;2221256936.0;957144598;0x00000002;462;0
5832;1573218317.9865181;115.198.205.160;42088;50;0x00000e90;1;2221258934.0;432846374;0x00000002;464;0
5833;1573218318.912209;115.198.205.160;42088;50;0x00000e91;1;2221259184.0;432846374;0x00000002;464;0
5834;1573218320.958027;115.198.205.160;42088;50;0x00000e92;1;2221259685.0;432846374;0x00000002;464;0
5841;1573218324.9766061;115.198.205.160;42088;50;0x00000e93;1;2221260688.0;432846374;0x00000002;464;0
2535;1573219810.5180922;122.96.29.194;34212;50;0x000015ce;1;2221652691.0;406236957;0x00000002;236;0
2536;1573219811.561522;122.96.29.194;34212;50;0x000015cf;1;2221652941.0;406236957;0x00000002;236;0
2537;1573219813.6607778;122.96.29.194;34212;50;0x000015d0;1;2221653442.0;406236957;0x00000002;236;0
2564;1573219817.554082;122.96.29.194;34212;50;0x000015d1;1;2221654444.0;406236957;0x00000002;236;0
2569;1573219826.482576;122.96.29.194;38160;50;0x0000af42;1;2221656691.0;3159975480;0x00000002;238;0
2570;1573219828.6485012;122.96.29.194;38160;50;0x0000af43;1;2221657192.0;3159975480;0x00000002;238;0
2597;1573219832.620298;122.96.29.194;38160;50;0x0000af44;1;2221658194.0;3159975480;0x00000002;238;0
4651;1573220704.932771;114.221.127.131;56210;50;0x0000b64a;1;2221876295.0;85037581;0x00000002;402;0
4662;1573220705.944681;114.221.127.131;56210;50;0x0000b64b;1;2221876545.0;85037581;0x00000002;402;0
4679;1573220707.9385812;114.221.127.131;56210;50;0x0000b64c;1;2221877046.0;85037581;0x00000002;402;0
5008;1573220877.898639;175.42.1.254;57506;50;0x00006989;1;2221898027.0;2482245794;0x00000002;425;0
5011;1573220878.900866;175.42.1.254;57506;50;0x0000698a;1;2221898277.0;2482245794;0x00000002;425;0
5038;1573220880.904473;175.42.1.254;57506;50;0x0000698b;1;2221898778.0;2482245794;0x00000002;425;0
5045;1573220884.9186862;175.42.1.254;57506;50;0x0000698c;1;2221899780.0;2482245794;0x00000002;425;0
6076;1573221334.825307;222.79.48.142;48456;50;0x0000aaab;1;2222013506.0;3733427945;0x00000002;519;0
6077;1573221335.8293252;222.79.48.142;48456;50;0x0000aaac;1;2222013756.0;3733427945;0x00000002;519;0
6078;1573221337.833647;222.79.48.142;48456;50;0x0000aaad;1;2222014257.0;3733427945;0x00000002;519;0
6082;1573221341.84935;222.79.48.142;48456;50;0x0000aaae;1;2222015260.0;3733427945;0x00000002;519;0
6089;1573221344.8121252;222.79.48.142;53428;48;0x0000da9d;1;2222016006.0;1430822043;0x00000002;522;0
6106;1573221345.8038852;222.79.48.142;53428;48;0x0000da9e;1;2222016256.0;1430822043;0x00000002;522;0
6113;1573221347.810496;222.79.48.142;53428;48;0x0000da9f;1;2222016757.0;1430822043;0x00000002;522;0
6114;1573221351.823909;222.79.48.142;53428;48;0x0000daa0;1;2222017760.0;1430822043;0x00000002;522;0
1101;1573223576.1647718;113.24.81.8;44806;50;0x00008417;1;2222572553.0;184238110;0x00000002;180;0
1102;1573223577.16736;113.24.81.8;44806;50;0x00008418;1;2222572803.0;184238110;0x00000002;180;0
1103;1573223579.166663;113.24.81.8;44806;50;0x00008419;1;2222573304.0;184238110;0x00000002;180;0
1104;1573223583.1821172;113.24.81.8;44806;50;0x0000841a;1;2222574306.0;184238110;0x00000002;180;0
1105;1573223586.166158;113.24.81.8;52119;50;0x0000f117;1;2222575053.0;4211424474;0x00000002;181;0
1106;1573223587.1622329;113.24.81.8;52119;50;0x0000f118;1;2222575303.0;4211424474;0x00000002;181;0
1107;1573223589.166335;113.24.81.8;52119;50;0x0000f119;1;2222575804.0;4211424474;0x00000002;181;0
1108;1573223593.1784348;113.24.81.8;52119;50;0x0000f11a;1;2222576806.0;4211424474;0x00000002;181;0
1308;1573223872.3681228;221.13.12.104;53178;49;0x00008c15;1;2222647667.0;2240636262;0x00000002;220;0
1309;1573223873.366411;221.13.12.104;53178;49;0x00008c16;1;2222647917.0;2240636262;0x00000002;220;0
1312;1573223875.3706942;221.13.12.104;53178;49;0x00008c17;1;2222648418.0;2240636262;0x00000002;220;0
1314;1573223879.383611;221.13.12.104;53178;49;0x00008c18;1;2222649420.0;2240636262;0x00000002;220;0
1315;1573223882.3243191;221.13.12.104;57548;49;0x0000f5e5;1;2222650167.0;3531474642;0x00000002;222;0
1316;1573223883.302073;221.13.12.104;57548;49;0x0000f5e6;1;2222650418.0;3531474642;0x00000002;222;0
1317;1573223885.315492;221.13.12.104;57548;49;0x0000f5e7;1;2222650919.0;3531474642;0x00000002;222;0
1318;1573223889.3276532;221.13.12.104;57548;49;0x0000f5e8;1;2222651922.0;3531474642;0x00000002;222;0
85;1573232923.192035;27.224.136.91;40856;48;0x00006aef;1;2224910371.0;1258101452;0x00000002;12;0
86;1573232924.1806989;27.224.136.91;40856;48;0x00006af0;1;2224910621.0;1258101452;0x00000002;12;0
87;1573232926.1794212;27.224.136.91;40856;48;0x00006af1;1;2224911122.0;1258101452;0x00000002;12;0
88;1573232930.186393;27.224.136.91;40856;48;0x00006af2;1;2224912124.0;1258101452;0x00000002;12;0
89;1573232933.1652358;27.224.136.91;44088;50;0x00002a56;1;2224912871.0;2547995569;0x00000002;13;0
90;1573232934.160166;27.224.136.91;44088;50;0x00002a57;1;2224913121.0;2547995569;0x00000002;13;0
91;1573232936.164106;27.224.136.91;44088;50;0x00002a58;1;2224913622.0;2547995569;0x00000002;13;0
92;1573232940.1745799;27.224.136.91;44088;50;0x00002a59;1;2224914624.0;2547995569;0x00000002;13;0
868;1573234104.20853;119.39.47.184;44194;50;0x000003d3;1;2225204504.0;176484043;0x00000002;154;0
869;1573234105.204942;119.39.47.184;44194;50;0x000003d4;1;2225204754.0;176484043;0x00000002;154;0
876;1573234107.209128;119.39.47.184;44194;50;0x000003d5;1;2225205255.0;176484043;0x00000002;154;0
908;1573234111.214261;119.39.47.184;44194;50;0x000003d6;1;2225206256.0;176484043;0x00000002;154;0
910;1573234114.210322;119.39.47.184;47158;50;0x000039d4;1;2225207004.0;2240270088;0x00000002;157;0
911;1573234115.20724;119.39.47.184;47158;50;0x000039d5;1;2225207254.0;2240270088;0x00000002;157;0
912;1573234117.214184;119.39.47.184;47158;50;0x000039d6;1;2225207755.0;2240270088;0x00000002;157;0
914;1573234121.2153158;119.39.47.184;47158;50;0x000039d7;1;2225208756.0;2240270088;0x00000002;157;0
1807;1573336479.854723;180.95.238.184;40380;49;0x00008a42;1;2250800584.0;3191076746;0x00000002;444;0
1808;1573336480.8533788;180.95.238.184;40380;49;0x00008a43;1;2250800834.0;3191076746;0x00000002;444;0
1809;1573336482.8576179;180.95.238.184;40380;49;0x00008a44;1;2250801335.0;3191076746;0x00000002;444;0
1810;1573336486.8759181;180.95.238.184;40380;49;0x00008a45;1;2250802336.0;3191076746;0x00000002;444;0
1811;1573336494.8741572;58.249.99.4;44574;50;0x0000479d;1;2250798820.0;550646137;0x00000002;445;0
1812;1573336495.876517;58.249.99.4;44574;50;0x0000479e;1;2250799070.0;550646137;0x00000002;445;0
1813;1573336497.8731172;58.249.99.4;44574;50;0x0000479f;1;2250799571.0;550646137;0x00000002;445;0
1919;1573336696.6278071;221.213.75.18;34758;49;0x00001b8c;1;2250849256.0;2674794596;0x00000002;466;0
1920;1573336697.622087;221.213.75.18;34758;49;0x00001b8d;1;2250849506.0;2674794596;0x00000002;466;0
1923;1573336699.628116;221.213.75.18;34758;49;0x00001b8e;1;2250850007.0;2674794596;0x00000002;466;0
1930;1573336703.667636;221.213.75.18;34758;49;0x00001b8f;1;2250851008.0;2674794596;0x00000002;466;0
1931;1573336706.63005;221.213.75.18;40620;49;0x00004756;1;2250851756.0;173540090;0x00000002;470;0
1932;1573336707.626679;221.213.75.18;40620;49;0x00004757;1;2250852006.0;173540090;0x00000002;470;0
1933;1573336709.634361;221.213.75.18;40620;49;0x00004758;1;2250852507.0;173540090;0x00000002;470;0
1943;1573336713.641209;221.213.75.18;40620;49;0x00004759;1;2250853508.0;173540090;0x00000002;470;0
255;1574123667.110628;116.252.0.60;56574;50;0x0000e989;1;2447604516.0;2748093101;0x00000002;70;0
259;1574123668.07865;116.252.0.60;56574;50;0x0000e98a;1;2447604766.0;2748093101;0x00000002;70;0
