host,asn,asname,cc,registry
124.225.45.138,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.145.17.228,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.13.12.51,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
119.39.46.139,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
58.248.200.239,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
113.128.104.11,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.191.132.238,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.225.40.163,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
27.224.136.122,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
60.13.7.57,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
1.202.112.200,AS4847,"CNIX-AP China Networks Inter-Exchange, CN",CN,apnic
123.145.0.92,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
211.97.21.193,AS17816,"CHINA169-GZ China Unicom IP network China169 Guangdong province, CN",CN,apnic
1.202.112.62,AS4847,"CNIX-AP China Networks Inter-Exchange, CN",CN,apnic
113.128.104.42,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
182.88.79.231,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
36.32.3.114,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
58.249.99.253,AS17622,"CNCGROUP-GZ China Unicom Guangzhou network, CN",CN,apnic
123.138.72.195,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.160.173.101,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
119.118.22.144,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.160.172.3,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
116.252.2.119,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
39.82.95.78,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.234.224.97,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
119.118.19.184,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
59.173.152.214,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
27.224.137.131,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
118.81.237.30,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
183.184.31.48,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
220.200.163.141,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
36.32.3.194,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
116.252.0.90,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.200.163.54,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.13.12.18,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
113.128.104.170,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
220.200.158.40,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
121.57.226.235,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.235.138.19,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
36.32.3.69,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
110.80.154.111,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
121.57.227.201,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.13.12.169,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
150.255.8.30,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.120.159.157,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
222.79.48.254,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.230.42.72,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.90.49.126,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.225.45.152,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
112.193.169.76,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.160.232.223,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
221.213.75.234,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
171.36.143.60,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
223.166.74.213,AS17621,"CNCGROUP-SH China Unicom Shanghai network, CN",CN,apnic
123.157.192.163,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.138.79.110,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
116.252.0.23,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
171.12.10.234,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
59.173.155.181,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
123.158.48.32,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.213.75.173,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
124.225.41.46,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.152.108.162,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.145.26.255,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
123.160.172.249,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
119.118.13.106,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
221.213.75.9,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
111.224.221.8,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
111.224.235.32,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
124.235.138.51,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
113.24.80.190,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,apnic
175.184.165.94,AS4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,apnic
